userId,groupsJoined,groupsInherited,acesReceived,acesModified,joinedDomainAdminsGroup,userIsKerboroastable,isNormalActivity
attacker-431f1f38-c65a-41ee-a5ea-b1bebed15de8,1,1,2,0,0,0,1
attacker-431f1f38-c65a-41ee-a5ea-b1bebed15de8,1,1,1,0,0,0,1
csAgent-eb68c000-8d08-4815-a18f-9ed4c1faa546,1,1,1,0,0,0,1
csAgent-8bcb8480-1837-4cbf-a76a-f30a244c0c0a,1,1,1,0,0,0,1
csAgent-14497aa0-87ea-45b7-a28d-40940152cb83,1,1,1,0,0,0,1
csAgent-c17e7949-84fe-48e8-a525-b657e38e1b9e,1,1,1,0,0,0,1
csAgent-a7be2b32-2ca0-4198-957b-edb2c652cc63,1,1,1,0,0,0,1
csAgent-14c9ab29-c532-4ec6-9ef9-15e18f185606,1,1,1,0,0,0,1
csAgent-8e9165ec-f973-4f0e-af76-b11822871a85,1,1,1,0,0,0,1
csAgent-17b6b8fe-51d7-4bc2-9fb0-d73c902cfaab,1,1,1,0,0,0,1
csAgent-20e85bb0-0a78-423a-b046-5ab8f9a7c8e4,1,1,1,0,0,0,1
csAgent-a30cd738-1696-4476-b5f6-d82231958e79,1,1,1,0,0,0,1
csAgent-ed3ef813-93b0-47d9-8af3-88ea95fd03e1,1,1,1,0,0,0,1
csAgent-d9bbcc89-f286-4f84-8208-6bf7a5cb954b,1,1,1,0,0,0,1
csAgent-3276bfd7-bdd9-4a27-b274-19c8eb4f09f2,1,1,1,0,0,0,1
csAgent-02b0bf59-1a9e-48f6-97b7-6114a15d6ebd,1,1,1,0,0,0,1
csAgent-f43876ea-54ec-4830-b5fb-4146dbede642,1,1,1,0,0,0,1
csAgent-d316c7b4-2fd1-4d7c-810c-9e95c0afa6f2,1,1,1,0,0,0,1
csAgent-a2afc85e-360c-469e-9d4b-359a9be58878,1,1,1,0,0,0,1
csAgent-dec06bc6-5b65-4882-b7f9-1a07ec4dfd6a,1,1,1,0,0,0,1
csAgent-76fb7a46-5a75-4bfa-a451-be3f44674bfd,1,1,1,0,0,0,1
csAgent-960c4688-fd71-4a4f-a6a1-431aeb1328a8,1,1,1,0,0,0,1
new-admin-c722111b-c80d-4acf-9582-7f90e0af8d91,1,1,3,0,1,0,1
csAgent-eb68c000-8d08-4815-a18f-9ed4c1faa546,1,1,1,0,0,0,1
csAgent-ed3ef813-93b0-47d9-8af3-88ea95fd03e1,1,1,1,0,0,0,1
csAgent-76fb7a46-5a75-4bfa-a451-be3f44674bfd,1,1,1,0,0,0,1
e06d00dd-60f0-42dc-9107-a052e9721da2,1,1,16,0,0,0,1
83fd64f1-b088-44e0-87bf-748023f51d50,1,1,16,0,0,0,1
e625b06a-4f2f-48c4-97aa-dcec0e35367c,1,1,16,0,0,0,1
f2e0cc0c-ea2f-4455-97e0-b4e08867a505,1,1,16,0,0,0,1
7c9884ff-33f3-4d3e-89d9-b026b3b24591,1,1,16,0,0,0,1
3c5cf523-5409-4d74-b7f7-9b58569bfec5,1,1,16,0,0,0,1
feb3a4b7-3099-465a-b3ed-d133f78e2eb7,1,1,16,0,0,0,1
3cbe09e6-addf-45b8-b7a3-25afa3d9d88c,1,1,16,0,0,0,1
