userId,groupsJoined,groupsInherited,acesReceived,acesModified,joinedDomainAdminsGroup,userIsKerboroastable,isNormalActivity
attacker-a9af226e-dcba-4f0c-a1d8-b9c249a3c8a8,1,1,2,0,0,0,1
attacker-a9af226e-dcba-4f0c-a1d8-b9c249a3c8a8,1,1,1,0,0,0,1
csAgent-56c08bed-9185-45b1-9ebc-94865b22d606,1,1,1,0,0,0,1
csAgent-a04436b2-d7c9-4ceb-a360-0c16b98fda42,1,1,1,0,0,0,1
csAgent-128b83c0-3655-422d-ae4e-1d238e9af68c,1,1,1,0,0,0,1
csAgent-0141deca-c03a-4fcc-a6cd-11894ba425c4,1,1,1,0,0,0,1
csAgent-25ce6d3d-7949-40d1-ae95-ea7580bd4c81,1,1,1,0,0,0,1
csAgent-35b65d00-5451-4cd8-b54c-9604e8c50967,1,1,1,0,0,0,1
csAgent-1964bc8e-370e-4a29-902b-288e358fd765,1,1,1,0,0,0,1
csAgent-6ef6981f-c136-492f-9a77-e8a095690292,1,1,1,0,0,0,1
csAgent-658ed654-f545-40f3-9ef6-7df2c0b105eb,1,1,1,0,0,0,1
csAgent-626d0b39-cdee-4dc2-a56e-7cf0fbc85b80,1,1,1,0,0,0,1
csAgent-201a3264-6fdf-4709-9ae5-c404708c7257,1,1,1,0,0,0,1
csAgent-4584dec8-74f1-4142-8856-c1b4896649ff,1,1,1,0,0,0,1
csAgent-a50d690c-3746-44c7-9a01-9c6c3e3bf2a4,1,1,1,0,0,0,1
csAgent-def2e860-aa54-4b84-bdda-e3ae02d4b228,1,1,1,0,0,0,1
csAgent-fed28488-7840-453f-95fb-4c912263b201,1,1,1,0,0,0,1
csAgent-2890ccef-b8cd-405e-a086-18fa1ec8adb0,1,1,1,0,0,0,1
csAgent-9fcd5f66-3c36-400c-aff1-ba2edef3e748,1,1,1,0,0,0,1
csAgent-3de0c3a2-2514-414d-8e46-31c1c59931c6,1,1,1,0,0,0,1
csAgent-25647035-a8bd-43d9-9eb5-ba0cf4bb7247,1,1,1,0,0,0,1
csAgent-14e23c4d-9d2e-4a03-85b7-e6edf5a94a6d,1,1,1,0,0,0,1
csAgent-b00ec8ae-0193-4bb8-a423-00066e466a71,1,1,1,0,0,0,1
csAgent-07a245f2-d61f-4132-a137-984c34064ef7,1,1,1,0,0,0,1
csAgent-154a78da-4e71-46e3-b837-7ce1a87723cb,1,1,1,0,0,0,1
csAgent-0c9301c2-94ed-4939-b2dc-e7c8fc0a1b9c,1,1,1,0,0,0,1
csAgent-fe1d9fd8-b107-459e-b6c1-bc81171cf583,1,1,1,0,0,0,1
csAgent-18c7993e-a17f-4ba9-a7d6-3d171013ce57,1,1,1,0,0,0,1
csAgent-6d4a2dfb-fc51-4cda-aad0-a05f22f65614,1,1,1,0,0,0,1
csAgent-a145abec-bc2c-43e2-83cd-9e9ca892aba3,1,1,1,0,0,0,1
csAgent-39706647-915b-4158-91dc-4c502a7aa9d9,1,1,1,0,0,0,1
csAgent-be86b5c0-1647-4e05-b290-8ff712cbaa9c,1,1,1,0,0,0,1
csAgent-b4d86dad-fde7-4a96-a475-33249f7dd896,1,1,1,0,0,0,1
csAgent-54d210f7-44b6-466f-98ed-162bed981241,1,1,1,0,0,0,1
csAgent-474ccfa1-7efa-4c19-9f50-e3a4a1667c90,1,1,1,0,0,0,1
csAgent-29bb8a68-c35e-4b3c-8016-6b2378922de4,1,1,1,0,0,0,1
csAgent-3755ca3f-6504-4a6b-9ce6-7c16f34f9a68,1,1,1,0,0,0,1
csAgent-b0b0f6c0-0cc9-4138-8a7e-f097d1bc2245,1,1,1,0,0,0,1
csAgent-ed9df320-edff-4735-ba66-c2c851410bbe,1,1,1,0,0,0,1
csAgent-8951d2fb-7a09-4017-bca5-ab875118cac3,1,1,1,0,0,0,1
csAgent-9e2aae7e-cdd5-4db4-8f68-6f6522c6f784,1,1,1,0,0,0,1
csAgent-081b4051-ac79-415e-bdaf-fef1a079b6ef,1,1,1,0,0,0,1
csAgent-3daee204-556d-42d3-9a05-c7af1bc6382b,1,1,1,0,0,0,1
csAgent-fb9fd6c5-3b49-487c-9454-0e6d3e48258b,1,1,1,0,0,0,1
csAgent-22f60fa1-928e-4a2e-8a34-e35d6adaee57,1,1,1,0,0,0,1
new-admin-20f3c4ee-fdbe-4e51-98cf-dba286f34a10,1,1,3,0,1,0,1
csAgent-1ad30eb3-0d9b-4540-baae-35bc2bb02b0a,1,1,1,0,0,0,1
csAgent-dfdc30f9-25d7-49f0-af1d-3999972f6618,1,1,1,0,0,0,1
csAgent-18c7993e-a17f-4ba9-a7d6-3d171013ce57,1,1,1,0,0,0,1
a40d4754-3797-4157-899c-1d97e46cea4a,1,1,15,0,0,0,1
ae498aa9-b7ef-4167-8297-b7a5fdcecef1,1,1,15,0,0,0,1
128306db-5110-4fda-8c62-e8a714cbb99e,1,1,15,0,0,0,1
3bb0200c-ef58-42e4-9016-8007e972a9c8,1,1,15,0,0,0,1
28b8e880-b942-4025-a92f-bcf0ff87053a,1,1,15,0,0,0,1
5eaf2d61-ba35-4740-8d36-7cb579fae0f2,1,1,15,0,0,0,1
2acd7f7b-e2dd-43fe-b39d-b63e91e64965,1,1,15,0,0,0,1
9439afe1-21cc-4348-b673-c9cacfff1004,1,1,15,0,0,0,1
64b919cd-9517-46f9-81bf-6c01f3515a42,1,1,15,0,0,0,1
8fdd85eb-b9cc-445f-ad27-57f6c38d1978,1,1,15,0,0,0,1
21f5f298-541b-4a8e-8ff1-b3c2e5c7ae22,1,1,15,0,0,0,1
a3ea8599-1e02-48c4-a4ba-baa7030930ee,1,1,15,0,0,0,1
b93cb7ba-eed8-41a7-b2e1-b5813e1f5d22,1,1,15,0,0,0,1
b3a2dea4-4241-45ff-acf1-be9a8666a5b5,1,1,15,0,0,0,1
b1ab3b76-4bdf-492e-9400-9eed9a8a8801,1,1,15,0,0,0,1
35761741-e8c5-42b6-b7c9-5e83af984c97,1,1,15,0,0,0,1
7e18c01c-b4d0-4ec9-bb83-5621aa33d709,1,1,15,0,0,0,1
78733d0b-1522-4f40-a28c-62a3291424c2,1,1,15,0,0,0,1
ed7ccddc-a148-4009-a609-f840f6b9fdf4,1,1,15,0,0,0,1
de84086b-ba6a-4605-8771-7d4dd26358f5,1,1,15,0,0,0,1
11115c9f-0173-4176-b6a8-206a05f3f469,1,1,15,0,0,0,1
76d16d25-b3a9-437b-b683-e4495a97056d,1,1,15,0,0,0,1
ec739636-9e8c-4154-ab05-646bd40702fd,1,1,15,0,0,0,1
718fb5f5-3308-4353-8413-9c92dee90f21,1,1,15,0,0,0,1
71cbb8a8-d08e-4d02-a6be-eb37c93eba82,1,1,15,0,0,0,1
c73f9018-c168-4dce-a181-e5cee3c7ab1c,1,1,15,0,0,0,1
6ea22cc0-ff18-48b6-990c-aeb4bed0ff0a,1,1,15,0,0,0,1
4c1a3155-727c-4699-a9d1-4ef0b58fabfa,1,1,15,0,0,0,1
721b3327-1d46-401a-a3d6-168b4b650f3f,1,1,15,0,0,0,1
5efd3894-b2b5-4949-a9a2-fe94be744b1c,1,1,15,0,0,0,1
59d59fc5-355c-4025-b27c-c2b1e8193c9e,1,1,15,0,0,0,1
d956de2c-be08-44f9-b574-0766ecd21073,1,1,15,0,0,0,1
a0897a16-4358-41c7-8aad-c374763d734a,1,1,15,0,0,0,1
e6ba3ca8-a4a7-40bc-ae65-86fa83014f49,1,1,15,0,0,0,1
4f8db48f-2832-4dac-932c-446322aa7006,1,1,15,0,0,0,1
0852223f-35d5-4104-a405-6b913ef707a3,1,1,15,0,0,0,1
67097b2a-6ec3-40e9-8094-75536826385c,1,1,15,0,0,0,1
af8d5a71-841e-4817-a0fd-9c281375aaad,1,1,15,0,0,0,1
33a6628f-8e57-4545-9301-0edfcc306075,1,1,15,0,0,0,1
7aa30aea-4d8c-46eb-b6f4-dfbd631bbbd1,1,1,15,0,0,0,1
fb4a23c9-3ad7-4e9d-8b88-99f38f54772a,1,1,15,0,0,0,1
da6943c7-adab-4dfe-ab02-22b00e612340,1,1,15,0,0,0,1
70035611-daa4-4048-8504-71e6d6739c2b,1,1,15,0,0,0,1
03c1bf90-5f40-4dfc-b225-b43c4b8a910a,1,1,15,0,0,0,1
888eefeb-7059-46d6-9e83-f221bc767c6b,1,1,15,0,0,0,1
049cc021-9c0c-466a-ace3-4c7baed6a23d,1,1,15,0,0,0,1
27e4a389-ac3e-4fcc-9d0c-e10d8ba55ecf,1,1,15,0,0,0,1
6c12b235-e974-4868-bd9c-f9ec41cc3e4b,1,1,15,0,0,0,1
68bab12d-7f58-4ae4-91bd-3cf7ef1bbd1a,1,1,15,0,0,0,1
c15c555f-37f4-4054-b2e6-711a3ecba164,1,1,15,0,0,0,1
0d4643f3-9f60-41c5-ac33-f0481956707b,1,1,15,0,0,0,1
8e4ec6f7-8e42-4280-96fc-e0368aeb64d1,1,1,15,0,0,0,1
d322e120-0f87-43f0-8e09-a6d055d1b56e,1,1,15,0,0,0,1
b4f95f8d-7c2e-42af-9078-79069c03280a,1,1,15,0,0,0,1
51ff2822-1463-49f3-9913-771619880931,1,1,15,0,0,0,1
