userId,groupsJoined,groupsInherited,acesReceived,acesModified,joinedDomainAdminsGroup,userIsKerboroastable,isNormalActivity
attacker-b1b6594b-b0b4-4423-83f6-c8da77711120,1,1,1,0,0,0,1
csAgent-018f7d14-d040-439b-9e3d-e1771180f47e,1,1,1,0,0,0,1
csAgent-0277b925-3865-4c7f-8d03-b5acac4ed6cb,1,1,1,0,0,0,1
csAgent-d3391de3-a38c-4d1a-86ab-f555c785a02c,1,1,1,0,0,0,1
csAgent-aa01ed4d-024f-467b-b3b5-bba637199c14,1,1,1,0,0,0,1
csAgent-665f6c89-77cb-4c4e-b123-f76188f98fef,1,1,1,0,0,0,1
csAgent-efc2773b-82be-4a3d-ad17-ef84ee9eb61e,1,1,1,0,0,0,1
csAgent-66ef9dee-1806-42db-926e-a57920cf868f,1,1,1,0,0,0,1
csAgent-d9a7b377-986c-4a40-9424-426047fabd68,1,1,1,0,0,0,1
csAgent-134b1875-252d-44ab-ae20-59cc9417240f,1,1,1,0,0,0,1
csAgent-112a845d-181c-40e4-9f22-d7af140a0956,1,1,1,0,0,0,1
csAgent-35cb1e25-b3c1-4866-a4ad-e004778b8a83,1,1,1,0,0,0,1
csAgent-03f7cd25-a4eb-4ee8-81be-e9e0efb1a7b8,1,1,1,0,0,0,1
csAgent-3d5ab67b-3fc8-43f2-bb63-310e29f8acfb,1,1,1,0,0,0,1
csAgent-30e6f7b9-e21a-436d-91bf-35809848dff2,1,1,1,0,0,0,1
csAgent-8df88323-dd02-4b4f-87b2-debd85652abe,1,1,1,0,0,0,1
csAgent-7c3942ca-45bc-4edf-8fad-6a62931fb688,1,1,1,0,0,0,1
csAgent-18910ef7-fc35-435e-a57b-28906c3d92b1,1,1,1,0,0,0,1
csAgent-0a29505a-367e-4f12-86d7-15dd2bf1b2c2,1,1,1,0,0,0,1
csAgent-aefa3b18-452c-4e01-8131-ed0beb19575f,1,1,1,0,0,0,1
csAgent-688b3d3b-a812-4b80-b880-75f5ba62960a,1,1,1,0,0,0,1
csAgent-4be5c051-8d7d-4752-a2fe-0c5f2eac0c9d,1,1,1,0,0,0,1
csAgent-c33e1431-edaa-47fe-8cb8-7ca04213863c,1,1,1,0,0,0,1
csAgent-6b1f3c3b-469a-4ff2-994f-a5d4dc2e8c87,1,1,1,0,0,0,1
csAgent-5d8c819f-3901-4cd1-ac30-048b55408ab4,1,1,1,0,0,0,1
csAgent-abe5e946-c7c9-48d9-94e6-2a48db45e04a,1,1,1,0,0,0,1
csAgent-c880a634-ce7d-4e6d-8bc0-0d729c5a781d,1,1,1,0,0,0,1
csAgent-88e7c58f-de97-4443-b0df-3a3cebfdafeb,1,1,1,0,0,0,1
csAgent-2ab99707-d38e-4642-a869-d7dff24be108,1,1,1,0,0,0,1
csAgent-820871e5-73cf-44f2-ad71-6eff52c54350,1,1,1,0,0,0,1
csAgent-9a783be5-175b-47a2-b5be-d866a874bbe6,1,1,1,0,0,0,1
csAgent-e1644011-dadd-442f-8818-0f64a5b95c03,1,1,1,0,0,0,1
csAgent-69a4396a-bf07-4254-b703-74f07b30701e,1,1,1,0,0,0,1
csAgent-f142cd9e-c572-45f4-a75c-45cafd7da2dd,1,1,1,0,0,0,1
csAgent-ad7e3442-9fc9-46ed-89ce-2ebfdadc83f3,1,1,1,0,0,0,1
csAgent-1a2987d1-011d-49f0-a032-7b77a50110c8,1,1,1,0,0,0,1
csAgent-775b417b-9e97-4bee-8c04-46e960a7ba1b,1,1,1,0,0,0,1
csAgent-42d8138a-c3af-41f6-bd3d-b70c1a040abf,1,1,1,0,0,0,1
csAgent-50211663-f986-44e4-bac1-d4dc82fe7610,1,1,1,0,0,0,1
csAgent-09012ee3-f84a-4c1f-bd08-a9455c68ae5f,1,1,1,0,0,0,1
csAgent-19ae891e-9d93-445e-9422-882381bb225d,1,1,1,0,0,0,1
csAgent-a5ffe94b-347f-42ce-bbc9-8869b167cd0c,1,1,1,0,0,0,1
csAgent-149a7ac2-d9b1-456b-ab8d-b6a1f6f636e4,1,1,1,0,0,0,1
csAgent-ffd415fd-13d5-4858-aa52-2b3524b4bd3d,1,1,1,0,0,0,1
csAgent-726e8a8d-ea08-4f82-979a-b0b5a191d2f7,1,1,1,0,0,0,1
csAgent-9f3cc0c8-cbe3-46dc-94f1-de88a0f3acee,1,1,1,0,0,0,1
csAgent-86b19612-2238-4886-9cbf-ef9b32a7e8b3,1,1,1,0,0,0,1
csAgent-e7864a97-2148-447f-bef5-2dccd20ff2f7,1,1,1,0,0,0,1
csAgent-85f867f3-9578-4cd0-8d0f-05a37a2a9cab,1,1,1,0,0,0,1
csAgent-6c1fa786-5fb1-4f45-9130-681fddf6c53b,1,1,1,0,0,0,1
csAgent-bffa90a0-3bb4-4c32-99a5-4df0ba7d1fba,1,1,1,0,0,0,1
csAgent-6fcdae23-c960-4060-b665-78c639c25ba4,1,1,1,0,0,0,1
csAgent-2f33a79e-82b2-430b-8752-6dee565dc3d5,1,1,1,0,0,0,1
csAgent-ada9f520-5a2e-4fcc-9492-a607d732d5db,1,1,1,0,0,0,1
csAgent-ccce0c08-08f5-49c9-a03b-bff946f503a3,1,1,1,0,0,0,1
csAgent-47d333a7-59f1-461f-85ee-229cf97dfdc5,1,1,1,0,0,0,1
csAgent-d49b0b52-2384-483e-aab8-8db302fdd854,1,1,1,0,0,0,1
csAgent-2803b3a7-f17f-4bed-a444-aadb5413141a,1,1,1,0,0,0,1
csAgent-f9bdb3d1-4a3a-4fd0-9ba8-1a066da4fb60,1,1,1,0,0,0,1
csAgent-8a7f430a-bad0-4f01-95eb-db867ce71ac7,1,1,1,0,0,0,1
csAgent-3d4a4894-c226-48aa-b5f2-12594b0fa0d1,1,1,1,0,0,0,1
csAgent-addf2d6b-7e2e-47f4-b122-44fbc6a1688b,1,1,1,0,0,0,1
csAgent-0b70a072-16b9-4a57-bf9b-37e3c3536f26,1,1,1,0,0,0,1
csAgent-c717b780-5d45-4d84-8346-6dad2e028c23,1,1,1,0,0,0,1
csAgent-bc2eec11-7383-40bc-965d-0cf537b37a34,1,1,1,0,0,0,1
csAgent-63a76555-7073-4108-b598-0e1c5a5f064f,1,1,1,0,0,0,1
csAgent-234f56b7-a1d8-4d97-beff-a40d47b3ab29,1,1,1,0,0,0,1
csAgent-65866e25-6323-4339-90b8-1b78f79116bd,1,1,1,0,0,0,1
csAgent-fafe7bd6-8737-49a7-8c74-0cb756f139ad,1,1,1,0,0,0,1
csAgent-3f0b5e69-b2ef-4da0-87db-94783088c8a8,1,1,1,0,0,0,1
csAgent-37482667-1771-49e8-a50c-7f01794aa06c,1,1,1,0,0,0,1
csAgent-35cb54a8-a312-4618-8bb3-d7cf7e4d4c08,1,1,1,0,0,0,1
csAgent-fe6b6bd3-fcb8-4592-a80f-0d5521debb07,1,1,1,0,0,0,1
csAgent-06afe0d1-1f04-4afc-92ac-68f8496057ce,1,1,1,0,0,0,1
csAgent-b5e87e87-78a3-4dfb-830e-f2889d96c497,1,1,1,0,0,0,1
csAgent-f429e72d-c8b8-45b0-8a59-53f9e1d1bfcf,1,1,1,0,0,0,1
csAgent-6b844c0b-029c-41f2-856e-f615125bbe26,1,1,1,0,0,0,1
csAgent-5e77371d-96e9-448f-bd41-aa861403c8f6,1,1,1,0,0,0,1
csAgent-3f483895-bac6-4e31-b79f-de6afa843f2c,1,1,1,0,0,0,1
csAgent-fec5369a-02e2-477b-9c3f-f3c8e8f9ce02,1,1,1,0,0,0,1
csAgent-eaca53be-145f-4be5-93f9-352215a49792,1,1,1,0,0,0,1
csAgent-b116dcc0-1d22-48ea-bae4-113ba5a101e6,1,1,1,0,0,0,1
csAgent-efdfbdb8-116b-4e57-8ea6-9903697d2ff7,1,1,1,0,0,0,1
csAgent-3f799b72-c4c3-4540-8924-3fa5452336a9,1,1,1,0,0,0,1
csAgent-31f6d8a6-e6ae-4e94-b1c4-74cb9fb9e896,1,1,1,0,0,0,1
csAgent-3cc69819-488a-45df-802e-98ab7d4d45aa,1,1,1,0,0,0,1
csAgent-66fec7c2-7266-4e60-874e-2d92f931cc14,1,1,1,0,0,0,1
csAgent-6fb6b147-fc11-43c0-b374-0eed88279c06,1,1,1,0,0,0,1
csAgent-81d12ed7-d7ca-4bee-9193-a1f5c1993fda,1,1,1,0,0,0,1
csAgent-e0dfbe4e-9c57-4c38-8027-801d17e5997e,1,1,1,0,0,0,1
csAgent-afc987dc-bf52-471f-a6ad-09221d691043,1,1,1,0,0,0,1
csAgent-5f73eadb-fda9-4608-a468-7ca3b51933a8,1,1,1,0,0,0,1
csAgent-f44765e5-3d34-478e-8472-a4ed7b09e519,1,1,1,0,0,0,1
csAgent-d9bdd197-73db-4ecc-ac01-230c5364f151,1,1,1,0,0,0,1
csAgent-d44b7daa-6f40-4544-8e5b-fb18a883e2d7,1,1,1,0,0,0,1
csAgent-19ae0700-3973-4585-857f-2afe97500cff,1,1,1,0,0,0,1
csAgent-0e3bda62-af76-42ca-9222-8f2bc59c106c,1,1,1,0,0,0,1
csAgent-215071b8-139b-476e-9fd5-03bd3f4f9019,1,1,1,0,0,0,1
csAgent-911b8b2d-af91-4090-9baa-bfb8bf977854,1,1,1,0,0,0,1
csAgent-e7ef21e5-c56d-4e85-ad3b-67743a66d858,1,1,1,0,0,0,1
csAgent-abf0385c-2394-4296-bbe4-5baec9143c1c,1,1,1,0,0,0,1
csAgent-5d4749c3-cd84-45eb-8500-4d7561f0d3fa,1,1,1,0,0,0,1
csAgent-af47b05e-dad4-4e2f-914e-aff2dd63a25f,1,1,1,0,0,0,1
csAgent-fedb205d-23af-4fb8-8ed0-dae9269c74be,1,1,1,0,0,0,1
csAgent-d77f95de-ac92-44ba-bf80-2f47af10b5f3,1,1,1,0,0,0,1
csAgent-b9b35df4-9e17-4ff1-91c2-505b76fc6595,1,1,1,0,0,0,1
csAgent-50a95c97-f7c4-429b-8353-c0fcc2b61250,1,1,1,0,0,0,1
csAgent-d707741a-5390-4017-a9b9-67b430302d43,1,1,1,0,0,0,1
csAgent-31f9ace7-9086-45b3-aa37-79751cf69b62,1,1,1,0,0,0,1
csAgent-712ce615-fb60-431e-82a5-ccb75b61cdf4,1,1,1,0,0,0,1
csAgent-1f7fce74-0457-4d3c-943f-888455277d4f,1,1,1,0,0,0,1
csAgent-6baa96ae-d764-4106-9570-b596a1ce81af,1,1,1,0,0,0,1
csAgent-72d09ee5-116d-49b6-a4a7-8c1264d27e0f,1,1,1,0,0,0,1
csAgent-11213137-6cbe-429e-98f2-fa9a17b361b8,1,1,1,0,0,0,1
csAgent-ff2ff03c-11fd-4e17-99dd-0ced6e39d561,1,1,1,0,0,0,1
csAgent-66bbc0b8-e09e-4b77-8632-c466ab2311cf,1,1,1,0,0,0,1
csAgent-c270f800-41b8-4dba-b588-b8e810869b58,1,1,1,0,0,0,1
csAgent-f73933fa-b2c8-4780-84fc-e209e25e1756,1,1,1,0,0,0,1
csAgent-1f782947-ede9-4017-a12c-d02258b282bd,1,1,1,0,0,0,1
csAgent-f2392a37-924f-4509-81c6-4dc9bcd3b79e,1,1,1,0,0,0,1
csAgent-d71f22a6-6213-4260-bcf5-014344149803,1,1,1,0,0,0,1
new-admin-f7e753a8-b5cb-410e-89fc-47d680ba4ac2,1,1,3,0,1,0,1
csAgent-35cb1e25-b3c1-4866-a4ad-e004778b8a83,1,1,1,0,0,0,1
csAgent-63a76555-7073-4108-b598-0e1c5a5f064f,1,1,1,0,0,0,1
csAgent-d71f22a6-6213-4260-bcf5-014344149803,1,1,1,0,0,0,1
582c8247-443c-4667-8563-67c9fff3eaf7,1,1,75,0,0,0,1
73ff3da7-caa9-4e59-a2d8-646bbda6cd1e,1,1,75,0,0,0,1
ab6faabf-161f-45c4-ab98-19bc55811f49,1,1,75,0,0,0,1
383930b7-e996-4973-87f5-7d24dbb5b0cd,1,1,75,0,0,0,1
73a49213-2e0d-4dc7-a891-c62c621da0b5,1,1,75,0,0,0,1
a0ebe85a-a93a-40fc-a44e-ca2c45de3aa4,1,1,75,0,0,0,1
f4c8e618-7eb8-4974-9fc2-3ca35c42bd51,1,1,75,0,0,0,1
b5152cda-ad2d-49d3-a47a-bdaf0b0ad96e,1,1,75,0,0,0,1
27acc2c7-3a63-466f-b283-9d79cbae37a8,1,1,75,0,0,0,1
92a4c7a2-d227-4014-b755-283b4eae1957,1,1,75,0,0,0,1
f04d220b-9cf1-422c-8e64-d76689fd8f13,1,1,75,0,0,0,1
84e3d2f8-0a61-45d8-ab71-4ac1a8efe4a3,1,1,75,0,0,0,1
1362e0ba-8d03-4848-8013-e37c6f8663b8,1,1,75,0,0,0,1
cc61a98b-8355-483c-bce1-d59f3b7aefd6,1,1,75,0,0,0,1
aeb48620-ae6f-4707-aa03-fb75063404b4,1,1,75,0,0,0,1
019cfa2c-f8bb-4715-85fe-aabb20f8315c,1,1,75,0,0,0,1
583aca64-fcd8-4b76-930b-6b06cb48b6d2,1,1,75,0,0,0,1
252d8c9d-4432-4fbe-8996-685c4a5ae67f,1,1,75,0,0,0,1
52cd6ab6-cc0c-4d29-82bf-72bab1a0f44e,1,1,75,0,0,0,1
f4911732-05a8-4edf-9960-68b2a5d26cb2,1,1,75,0,0,0,1
28491e10-ed16-40f9-8bdb-97e7da7f807e,1,1,75,0,0,0,1
4e966716-acb2-4d8a-b1e8-8c1a416cc6ea,1,1,75,0,0,0,1
ad3ffb3e-7e8a-4c8f-b4c0-b5b92d0168b8,1,1,75,0,0,0,1
ee277cc9-be1e-4973-ba2a-9677cfa9b332,1,1,75,0,0,0,1
26fdc9df-0635-4939-b5bb-87e4c3e844c1,1,1,75,0,0,0,1
e4142d10-9ced-4c3f-93ac-d37842e29458,1,1,75,0,0,0,1
d481ddcc-7538-4e75-b615-5762c09f892d,1,1,75,0,0,0,1
486aa5a2-9837-43b6-9a23-75ba25ee2219,1,1,75,0,0,0,1
5571baea-e20f-4ae6-b41a-231240e32ef4,1,1,75,0,0,0,1
e3f391fd-a305-4c97-8d4f-098a22fe7a8c,1,1,75,0,0,0,1
c6c40eb9-bf8f-4db4-a114-e7eb18051cc5,1,1,75,0,0,0,1
cbd9bfeb-1219-4248-83d2-0bb739067cb3,1,1,75,0,0,0,1
8d3a5085-82ff-4ed3-8d6d-08cf491c052a,1,1,75,0,0,0,1
1527d847-5044-456d-a463-cd1d8d21be4f,1,1,75,0,0,0,1
778f35c4-997f-45ce-aac8-feced4e357cd,1,1,75,0,0,0,1
03040814-fc97-406f-b522-b044c79c3974,1,1,75,0,0,0,1
736ed83f-86c0-4d17-82dc-9c2d199cfdf5,1,1,75,0,0,0,1
a7beeae7-d50f-4371-a4cd-930a294e32f9,1,1,75,0,0,0,1
6f8b858f-438b-4513-9241-a57c7c1993e7,1,1,75,0,0,0,1
73844708-ced9-4dad-ad06-a9f05f190b40,1,1,75,0,0,0,1
a446015e-f327-4368-a565-682bb82f478a,1,1,75,0,0,0,1
c2de8fbd-0322-486d-9870-e5f19236fdea,1,1,75,0,0,0,1
85ac4634-6bd3-41ed-a419-be8a75869bfc,1,1,75,0,0,0,1
d2f61804-db46-4802-a717-8ac1bd660608,1,1,75,0,0,0,1
3f664aa2-4a2b-4209-a8ea-838d7b58ce73,1,1,75,0,0,0,1
4b34dc0c-7926-4386-b224-628f86a3914d,1,1,75,0,0,0,1
e1cc584f-aa9f-4ccf-b59e-f3844d5ccfe8,1,1,75,0,0,0,1
53ed6942-0f8b-4dad-969f-348922c9dc5b,1,1,75,0,0,0,1
079dc277-1eb2-4f2f-8677-25d00d2805cc,1,1,75,0,0,0,1
afc7d81a-6d29-4001-becb-62836e41ba51,1,1,75,0,0,0,1
170102ad-e376-4224-9ea6-a24c862e3314,1,1,75,0,0,0,1
f16de317-2c9c-43f6-b836-45c82db4f1d7,1,1,75,0,0,0,1
1caa12ee-4ad2-4b58-aa86-f1d7c7f5dc4b,1,1,75,0,0,0,1
7660b740-44b0-4411-81ad-493f7218fbbc,1,1,75,0,0,0,1
7a417677-d33b-4ab8-9d94-1737d0cb97ff,1,1,75,0,0,0,1
f3d0f681-fd70-43f3-a2a2-8656c760b83b,1,1,75,0,0,0,1
c6766e36-4863-4681-9a1d-ef6e73d4777f,1,1,75,0,0,0,1
8ffa1665-2814-4d86-9c7b-f413e36dd398,1,1,75,0,0,0,1
1c3b8b6b-558b-49ec-b050-bcb08c5118aa,1,1,75,0,0,0,1
9bbcaee7-0999-4a32-a4da-1eaa7ce79347,1,1,75,0,0,0,1
64a6dc35-6278-4753-a206-7b9cd0a6808a,1,1,75,0,0,0,1
e8e468e0-435e-47aa-a1fe-5bc70dd7f799,1,1,75,0,0,0,1
85c02363-e0b3-41c2-a163-07ade643e5a2,1,1,75,0,0,0,1
e7191589-bd26-4699-8da9-a70f1c9da2c1,1,1,75,0,0,0,1
1359f29b-27c3-4f6f-af93-359042ee6369,1,1,75,0,0,0,1
