userId,groupsJoined,groupsInherited,acesReceived,acesModified,joinedDomainAdminsGroup,userIsKerboroastable,isNormalActivity
attacker-dc5b70b5-73b9-4814-af66-0053409356f2,1,1,1,0,0,0,1
csAgent-e8a2f36c-6b67-466c-8867-32a2113582ad,1,1,1,0,0,0,1
csAgent-f3d24f64-6d40-4fce-b425-6c93fb1d678f,1,1,1,0,0,0,1
csAgent-ce01b8b2-ed21-4abb-8b73-62f77dd92d1e,1,1,1,0,0,0,1
csAgent-d2e57229-72de-488c-8d8a-1a6466079ec9,1,1,1,0,0,0,1
csAgent-73754b43-c3e2-452a-96cb-8a870da27bef,1,1,1,0,0,0,1
csAgent-4d10d0aa-3b60-44fe-95e3-dbf175857729,1,1,1,0,0,0,1
csAgent-c5333efa-b6e0-4dcd-9101-03845e3adc42,1,1,1,0,0,0,1
csAgent-b167fc52-0267-4a1e-b3d3-799793aa9709,1,1,1,0,0,0,1
csAgent-fa53266d-cc99-4126-a58c-0a5b92a8b849,1,1,1,0,0,0,1
csAgent-04bda330-a183-4476-8df0-791a1d2e25a1,1,1,1,0,0,0,1
csAgent-756678e7-7e06-4ce8-82d3-ab45b477400e,1,1,1,0,0,0,1
csAgent-d208448f-1d70-4f8d-a6d4-cfa948e9d1bf,1,1,1,0,0,0,1
csAgent-2c6cfa7b-9c48-4fe8-8e9c-010db96f24df,1,1,1,0,0,0,1
csAgent-d383c35e-75fa-4e2d-b1fa-6ac36711c86c,1,1,1,0,0,0,1
csAgent-47072d17-6219-4159-998b-076115308668,1,1,1,0,0,0,1
csAgent-8c4bf943-af97-4f6b-9f1d-f18709b56898,1,1,1,0,0,0,1
csAgent-0c6e6f7b-baa7-4076-9552-d561845acec7,1,1,1,0,0,0,1
csAgent-fc3be6ef-80f9-408b-94e0-e7b97450fd75,1,1,1,0,0,0,1
csAgent-b91f1ff3-fe7c-4960-88dc-db69699e2948,1,1,1,0,0,0,1
csAgent-764fe619-8bcd-4b10-ab78-ee8a4289cca6,1,1,1,0,0,0,1
csAgent-bc8f4755-4c68-4e0c-97c6-a18fd1249022,1,1,1,0,0,0,1
