userId,groupsJoined,groupsInherited,acesReceived,acesModified,joinedDomainAdminsGroup,userIsKerboroastable,isNormalActivity
attacker-e33d15fb-78d0-44a7-9f1a-813ab09a042b,1,1,2,0,0,0,1
attacker-e33d15fb-78d0-44a7-9f1a-813ab09a042b,1,1,1,0,0,0,1
csAgent-50b5b1ba-ff17-4c6a-970d-4d1309cdfb2a,1,1,1,0,0,0,1
csAgent-709160e8-a0eb-4012-8d28-7586d801339e,1,1,1,0,0,0,1
csAgent-77a68137-4d71-44d4-847d-8d62917b77ac,1,1,1,0,0,0,1
csAgent-bc1ff916-345f-490c-9a7f-b7178114ddc2,1,1,1,0,0,0,1
csAgent-44dcfd3e-ab0a-49af-9342-0a5d92cffbb6,1,1,1,0,0,0,1
csAgent-fd7326b7-d586-4fd7-ad1c-6b67ca3a081e,1,1,1,0,0,0,1
csAgent-59c62e45-4abd-4b06-831b-3900188e7d21,1,1,1,0,0,0,1
csAgent-00c77fb4-595e-4636-9f8e-7a6f9af6a000,1,1,1,0,0,0,1
csAgent-0f3e6341-979d-412c-81ac-d3f01d404331,1,1,1,0,0,0,1
csAgent-2917e1d9-d858-4597-89b1-5c7e0b9488cf,1,1,1,0,0,0,1
csAgent-095e5cf6-5f9d-47b1-8e03-c5adeafc71f3,1,1,1,0,0,0,1
csAgent-64dc20e1-373e-4972-9534-24ddc7d77d95,1,1,1,0,0,0,1
csAgent-88c3ded6-53bf-438b-bf1c-678506f9ee51,1,1,1,0,0,0,1
csAgent-479b7f02-243d-4ea9-8583-c4c1ed279d95,1,1,1,0,0,0,1
csAgent-7266fa3f-ff15-482f-a438-79b145bcaf74,1,1,1,0,0,0,1
csAgent-7c1373bc-f396-4f0f-b91d-c9dddb2420ee,1,1,1,0,0,0,1
csAgent-33d3049b-4848-4c3c-9e6e-7a84d8c7fc9c,1,1,1,0,0,0,1
csAgent-81765a56-c341-4d9c-8d89-5fbc67a46d75,1,1,1,0,0,0,1
csAgent-399353ff-1926-4eeb-9879-22f16ce405e1,1,1,1,0,0,0,1
csAgent-e6f4f76f-676d-4d7b-8ee8-9beff2aaf047,1,1,1,0,0,0,1
csAgent-b7f7e3ba-b923-4d9a-a27e-fcb97a26ac28,1,1,1,0,0,0,1
csAgent-a7c8a79e-bcab-4317-9b1f-1ea30803fc9c,1,1,1,0,0,0,1
csAgent-003de4b3-f922-4c05-8346-0a1dac1e3459,1,1,1,0,0,0,1
csAgent-3ce8b591-89c2-4616-9483-b5079b696c16,1,1,1,0,0,0,1
csAgent-4fd4f1df-f9ed-498f-ad7e-9835c0de5000,1,1,1,0,0,0,1
csAgent-97641d87-a8e5-4883-993b-45f60a1aa172,1,1,1,0,0,0,1
csAgent-c8e9fc37-fcd4-47a3-bd00-dddb620d35ae,1,1,1,0,0,0,1
csAgent-b0ca2736-561e-489a-a619-45ce94aeb4da,1,1,1,0,0,0,1
csAgent-aaafb22d-ccdb-45b7-a47b-9cbab0f18fd9,1,1,1,0,0,0,1
csAgent-a5df5693-2a3c-4541-9c27-e6dba8b4c8d6,1,1,1,0,0,0,1
csAgent-76c0d33c-d248-4800-852b-8c065b46ab6a,1,1,1,0,0,0,1
csAgent-b8dc0e84-5abd-4222-a2c0-304de5e64f69,1,1,1,0,0,0,1
csAgent-3f254181-0aeb-4620-a48f-5a2c0170d031,1,1,1,0,0,0,1
csAgent-6f8c3acf-756b-4086-9ffd-3ecab1c7d15c,1,1,1,0,0,0,1
csAgent-07fe42f8-5cb6-47c3-98bb-38d64026b2df,1,1,1,0,0,0,1
csAgent-37959137-e271-4e70-baa8-d9868a5436cc,1,1,1,0,0,0,1
csAgent-97d7d866-1871-4e78-8f3f-36e5f6e7580e,1,1,1,0,0,0,1
csAgent-a95d6718-0bb7-4036-af93-aaf9c20c99b5,1,1,1,0,0,0,1
csAgent-b9b8eb65-4d8e-40c8-b7f9-52b81fd32587,1,1,1,0,0,0,1
