userId,groupsJoined,groupsInherited,acesReceived,acesModified,joinedDomainAdminsGroup,userIsKerboroastable,isLateralMovement
896c9684-8f9f-4a38-a993-dcd3d3d34539,2,4,73,0,0,0,0
c0a0698f-4a0a-437b-a59c-c25b0905f2b5,2,4,73,0,0,0,0
0bd29b8b-8a8a-4574-9d56-5c807b0cadd0,2,4,73,0,0,0,0
ca00d369-5e51-4055-9c63-d947d95502c8,2,4,73,0,0,0,0
b060a8a0-f16c-4f8e-90be-a8d5b011d9f8,2,4,73,0,0,0,0
f38c6c7d-dd3d-46b4-9d05-9f307930bd5f,2,4,73,0,0,0,0
0c2f9309-acdc-431e-8296-a48349d2cdad,3,9,73,0,0,0,0
6cb02a59-803a-4e6e-abfd-f30a9b71d120,2,4,73,0,0,0,0
5f582046-4d4a-4983-a79b-dcee86297990,2,4,73,0,0,0,0
b6641142-9580-4445-8a5a-867029adceb8,2,4,73,0,0,0,0
