userId,groupsJoined,groupsInherited,acesReceived,acesModified,joinedDomainAdminsGroup,userIsKerboroastable,isNormalActivity
attacker-d3ef08d9-a5ae-45e2-a160-57439b1f2485,1,1,2,0,0,0,1
attacker-d3ef08d9-a5ae-45e2-a160-57439b1f2485,1,1,1,0,0,0,1
csAgent-81322838-4e45-4187-aceb-9fd4863a6bce,1,1,1,0,0,0,1
csAgent-25e5b18c-c4b7-4cea-9d7b-4a58c5dc5c4a,1,1,1,0,0,0,1
csAgent-4b4517ed-5080-41af-b7e3-0482686fab5a,1,1,1,0,0,0,1
csAgent-4b121075-6eb2-436c-8b34-7cf9a7c11133,1,1,1,0,0,0,1
csAgent-15f05c45-6a17-47a6-88d3-c8577e7db1ca,1,1,1,0,0,0,1
csAgent-da7c6328-14fa-444f-8276-f6732d2d402e,1,1,1,0,0,0,1
csAgent-f57ddfe4-25bc-4f87-b342-b239ebf641a9,1,1,1,0,0,0,1
csAgent-187c4144-2b4e-40f4-8c42-d0f1a2719540,1,1,1,0,0,0,1
csAgent-4f9c520b-6e86-4c22-853c-c902b46e7231,1,1,1,0,0,0,1
csAgent-ec9641b0-d15a-43fc-9471-b999a723de0c,1,1,1,0,0,0,1
csAgent-b4ca75d1-0d2c-4e35-a1e2-80fb4488931d,1,1,1,0,0,0,1
csAgent-eb407b78-7f96-48e9-8634-321abb333c7d,1,1,1,0,0,0,1
csAgent-083276a4-fc50-45ce-8a88-0306577e39d1,1,1,1,0,0,0,1
csAgent-1a4cb305-f461-4576-926e-53e9013112ad,1,1,1,0,0,0,1
csAgent-95a6574f-261e-4216-959f-e688aa74b51e,1,1,1,0,0,0,1
csAgent-1f9e82cf-8ba8-4afe-bd1c-5991da507fba,1,1,1,0,0,0,1
csAgent-94e37a30-bd17-4513-a80d-5fcc224192f4,1,1,1,0,0,0,1
csAgent-88c793a8-1cd7-4575-9b57-95bb8a8066c4,1,1,1,0,0,0,1
csAgent-55cabdb6-84d2-4b9d-aeab-edb3156d8390,1,1,1,0,0,0,1
csAgent-d3309d55-e07f-4bb9-bd96-dfd3e717d4a0,1,1,1,0,0,0,1
csAgent-9e5ecc5a-50d2-4937-ae58-8766a9fb5e2c,1,1,1,0,0,0,1
csAgent-0fa90a39-53cf-4d46-b499-68c270165dcf,1,1,1,0,0,0,1
csAgent-eb407b78-7f96-48e9-8634-321abb333c7d,1,1,1,0,0,0,1
dc6a6853-c2ad-4139-8738-04c82b73699e,1,1,21,0,0,0,1
37701cde-383c-4144-bb4e-3967f5a81316,1,1,21,0,0,0,1
d4dc952c-22c5-4119-9248-de37b02d14eb,1,1,21,0,0,0,1
d35777c5-4bb1-4556-a9f6-9161fa95db3d,1,1,21,0,0,0,1
194213d1-675e-4818-8847-038bfa8407cf,1,1,21,0,0,0,1
0138ef15-0c37-4c6d-a8f1-2ee9a166a7a2,1,1,21,0,0,0,1
5467caf4-a7f2-4be4-879c-e98615c2d89f,1,1,21,0,0,0,1
abbcc9d6-865b-4628-89e8-7a3b9935cb10,1,1,21,0,0,0,1
9109dee2-8c7c-49b4-bd98-a74faf67d06e,1,1,21,0,0,0,1
94ad0feb-dbff-4092-9f56-44374e47b653,1,1,21,0,0,0,1
c28233e6-d668-4132-b0aa-01f1ba49d4d1,1,1,21,0,0,0,1
cf34f78c-fa5d-4cf3-b35b-a9c54bff3239,1,1,21,0,0,0,1
48fb7e5a-28ea-4336-9aa2-baeebf84dc26,1,1,21,0,0,0,1
attacker-d3ef08d9-a5ae-45e2-a160-57439b1f2485,1,1,15,0,0,0,1
csAgent-9e5ecc5a-50d2-4937-ae58-8766a9fb5e2c,1,1,15,0,0,0,1
csAgent-0fa90a39-53cf-4d46-b499-68c270165dcf,1,1,15,0,0,0,1
csAgent-da7c6328-14fa-444f-8276-f6732d2d402e,1,1,15,0,0,0,1
csAgent-eb407b78-7f96-48e9-8634-321abb333c7d,1,1,15,0,0,0,1
csAgent-1f9e82cf-8ba8-4afe-bd1c-5991da507fba,1,1,15,0,0,0,1
csAgent-88c793a8-1cd7-4575-9b57-95bb8a8066c4,1,1,15,0,0,0,1
new-admin-af1561c1-edb8-4db2-a310-fd733929f865,1,1,15,0,0,0,1
5467caf4-a7f2-4be4-879c-e98615c2d89f,1,1,15,0,0,0,1
9109dee2-8c7c-49b4-bd98-a74faf67d06e,1,1,15,0,0,0,1
c28233e6-d668-4132-b0aa-01f1ba49d4d1,1,1,15,0,0,0,1
001796f5-1a46-4f23-8bce-c561e5508e2d,1,1,15,0,0,0,1
f6fad56f-848c-4760-b7d3-62bac10d1c38,1,1,10,0,0,0,1
74e565ea-52bd-4a11-85fe-073c2feeaf84,1,1,10,0,0,0,1
a414c3ef-0cde-4770-9756-ae835aee1861,1,1,10,0,0,0,1
1b78abdd-791d-4bfb-84c9-054d889db646,1,1,10,0,0,0,1
17430af2-fdd2-442b-a8c0-ae0e094d3802,1,1,10,0,0,0,1
9ea0c8bb-d839-43df-8444-2c583412aab8,1,1,10,0,0,0,1
8d1c55e9-557f-42ed-a81d-7c7db9f5b9f0,1,1,10,0,0,0,1
8b255166-9d2f-4615-86d9-7e1a87460a38,1,1,10,0,0,0,1
e546eb5a-3e86-469c-a73d-73f5de93d85e,1,1,10,0,0,0,1
8533035e-f4f1-47b0-876b-557731d5aa0b,1,1,10,0,0,0,1
d72c1475-188b-45bd-8d43-7780f38e5194,1,1,10,0,0,0,1
641e9946-afac-4d13-ba75-917c3be8df2c,1,1,10,0,0,0,1
514e6ca7-43e4-473a-bedd-5c0be837401c,1,1,10,0,0,0,1
54ef37ad-7caa-4b40-be2e-9902f7142c02,1,1,10,0,0,0,1
70af15c7-7493-4da2-8352-45aff7a45845,1,1,10,0,0,0,1
a1e4bda5-5a29-474d-a636-4c284d10714b,1,1,10,0,0,0,1
32fb866d-a10f-4d04-a6a6-cf16c1c2a5f1,1,1,10,0,0,0,1
2e84013f-9a8f-4692-9495-e71ff858b653,1,1,10,0,0,0,1
42e4881d-97f9-4b0c-99c4-14abd87bfdc9,1,1,10,0,0,0,1
bf9de571-6748-411d-8a18-19422ab6e2a8,1,1,10,0,0,0,1
d1b22e3f-3829-44e4-b9be-7fd679ad67ba,1,1,10,0,0,0,1
3e0fe989-cf9f-4142-87e3-e9aeed6cbc56,1,1,10,0,0,0,1
9fbf8fc0-fb9f-4b23-b722-ace74926a356,1,1,10,0,0,0,1
bf12e7f6-e205-4594-aab6-8bb1a27532d4,1,1,10,0,0,0,1
0578947a-ee5f-4ff4-a98b-2fc3b7b01d92,1,1,10,0,0,0,1
e77c025a-1b25-4627-8c7c-cf88fee53df2,1,1,10,0,0,0,1
b1fa585c-4a74-4753-818f-9da2e3e87791,1,1,10,0,0,0,1
848b8593-fad5-4dec-b595-7f8ff068ece1,1,1,10,0,0,0,1
5a27d877-9d92-444c-b74a-bf39dcd0338e,1,1,10,0,0,0,1
c0a665eb-5e44-4e82-a485-fb5a6451b712,1,1,10,0,0,0,1
298b1cb5-0608-46ff-9ef4-f1368fec37f0,1,1,10,0,0,0,1
