userId,groupsJoined,groupsInherited,acesReceived,acesModified,joinedDomainAdminsGroup,userIsKerboroastable,isNormalActivity
attacker-b402fc9e-5250-454d-9336-14cef67e37dd,1,1,2,0,0,0,1
attacker-b402fc9e-5250-454d-9336-14cef67e37dd,1,1,1,0,0,0,1
csAgent-3360be75-34f9-4f9a-a220-18a3f2f40867,1,1,1,0,0,0,1
csAgent-c4133a71-28e9-4042-8f6f-57f297b10bdf,1,1,1,0,0,0,1
csAgent-dc9a333d-15f7-472a-ba80-d60cf0272835,1,1,1,0,0,0,1
csAgent-08d5b96e-a014-4cf5-8e96-eeccbce668dd,1,1,1,0,0,0,1
csAgent-ec01b3ac-de4a-4011-9d64-574445569d73,1,1,1,0,0,0,1
csAgent-4ec95a8b-e3b9-4fa9-997b-e9216a31f0e1,1,1,1,0,0,0,1
csAgent-50e0032d-3850-461c-b31b-87c92029154b,1,1,1,0,0,0,1
csAgent-f515cc7a-9833-4f82-97f8-14b3b354c88b,1,1,1,0,0,0,1
csAgent-4fbcde02-358b-4385-8651-4eae6a26996a,1,1,1,0,0,0,1
csAgent-0392b314-8d4b-4e16-a947-b4517a13387f,1,1,1,0,0,0,1
csAgent-a8b68203-b402-4015-9886-a8554c49f0fa,1,1,1,0,0,0,1
csAgent-c3ca9e88-ba54-4f1f-a782-382f31593fa6,1,1,1,0,0,0,1
csAgent-dc756047-ae02-4ff8-b610-12d67a29c0f1,1,1,1,0,0,0,1
csAgent-2e384268-9421-4e40-896c-ba99c445082d,1,1,1,0,0,0,1
csAgent-e6076f2e-7ef2-4fc5-b18c-a95789b5cbf7,1,1,1,0,0,0,1
csAgent-2334f36b-370b-42f0-bdf8-d067c7f45246,1,1,1,0,0,0,1
csAgent-7638e575-4ce4-4fd1-af1a-865223efcaa7,1,1,1,0,0,0,1
csAgent-c216b53f-8caa-4f22-922e-cd2cdb116cbc,1,1,1,0,0,0,1
csAgent-df05e40c-e683-4df0-ad52-c6182762c387,1,1,1,0,0,0,1
csAgent-885185dd-2350-4a7d-bfe2-e681c4f2b8fe,1,1,1,0,0,0,1
csAgent-fbdfbca1-497c-46f3-a2be-640e5aa2b2a2,1,1,1,0,0,0,1
csAgent-cdf9f4d4-12a7-4f56-a4b6-a3fc5946fe2a,1,1,1,0,0,0,1
csAgent-5b27081e-487a-436b-9445-549a60eec25a,1,1,1,0,0,0,1
csAgent-c96c1c64-d76c-4792-930e-0ee2aa052aa3,1,1,1,0,0,0,1
csAgent-e0669756-b86a-47ec-ad11-930f1200203c,1,1,1,0,0,0,1
csAgent-094345e4-b294-48f7-a995-53d0e5adc592,1,1,1,0,0,0,1
csAgent-40819172-630e-4a42-80e6-db44f9d2e2ca,1,1,1,0,0,0,1
csAgent-e09b4944-1c2a-4c30-b76c-0f8029e120ac,1,1,1,0,0,0,1
csAgent-6c9da75f-ce4f-4eb4-86a9-16584278b940,1,1,1,0,0,0,1
csAgent-8784ea55-8f2b-468e-8838-56a42b81aebd,1,1,1,0,0,0,1
csAgent-c5668a9b-3606-4fe8-bda0-ae44b8169935,1,1,1,0,0,0,1
csAgent-4018e486-bb48-4df7-a81f-a6f2e53d105d,1,1,1,0,0,0,1
csAgent-4c43a232-8f08-45bf-9e3b-5f35a4e99d5a,1,1,1,0,0,0,1
csAgent-72a9fe05-4f47-4eb3-9489-91167b7b6523,1,1,1,0,0,0,1
csAgent-1e3f25c9-2fe7-47b5-bd43-49091075dc0d,1,1,1,0,0,0,1
csAgent-6073d514-10a8-477f-8d59-516dce77b6bd,1,1,1,0,0,0,1
csAgent-8bb09d10-67b3-4c1e-a629-032cec0abfac,1,1,1,0,0,0,1
csAgent-6fed0db5-04a6-44f6-b1b6-53fadf097d48,1,1,1,0,0,0,1
csAgent-540cf792-eba9-44a0-8633-ef0fafe1597d,1,1,1,0,0,0,1
csAgent-68243e36-f929-4066-8035-c126c5e65f5a,1,1,1,0,0,0,1
csAgent-0987d543-4438-4241-9bbb-d022f9398053,1,1,1,0,0,0,1
csAgent-7d97dd69-cd2d-472d-a413-942e8d22a931,1,1,1,0,0,0,1
csAgent-0ee8ebb3-74aa-444d-a0af-e5cfc8f65248,1,1,1,0,0,0,1
csAgent-3455d95e-1abf-4e6e-8f65-3dd6371ee581,1,1,1,0,0,0,1
csAgent-8d7c3564-9c4e-46b7-b976-7c44a013cd10,1,1,1,0,0,0,1
csAgent-98a51707-b0ca-45c8-9fe0-524b72f92672,1,1,1,0,0,0,1
csAgent-26cee112-a12a-47d0-a9df-94d7ac69e3a5,1,1,1,0,0,0,1
csAgent-42c5c6a1-5aa9-4c71-bdbb-3a30b8e0e514,1,1,1,0,0,0,1
csAgent-d61d4d48-6617-4ccf-8ef7-2d579fd4c000,1,1,1,0,0,0,1
csAgent-72fc9844-0fef-4bba-a62b-5e3bb20e23ed,1,1,1,0,0,0,1
csAgent-f41df186-1039-4b38-8bbd-77434af1f1e5,1,1,1,0,0,0,1
csAgent-962f1d1b-8941-4c4c-8efa-cd14a7b30b8a,1,1,1,0,0,0,1
new-admin-ebe72b07-f15b-490b-a414-a458faef313f,1,1,3,0,1,0,1
csAgent-3360be75-34f9-4f9a-a220-18a3f2f40867,1,1,1,0,0,0,1
csAgent-2e384268-9421-4e40-896c-ba99c445082d,1,1,1,0,0,0,1
add99ebf-a3ea-4760-9bc2-edfa7b4f91d1,1,1,78,0,0,0,1
a102cf2d-860f-4d13-b9a2-3ceee87417fe,1,1,78,0,0,0,1
8b1f4183-c575-4a54-b216-6b6e78ba2eff,1,1,78,0,0,0,1
12c8d596-e26d-476b-b0c7-7141a1e07093,1,1,78,0,0,0,1
f7bf0aa0-8453-46bc-95e5-eca4cd23e40e,1,1,78,0,0,0,1
bcb3dea9-5fc7-4563-97e6-5c9991c2a86a,1,1,78,0,0,0,1
9370c341-78af-4832-aaea-761495d45391,1,1,78,0,0,0,1
69beb604-33e5-4893-b9a2-dc249449cb6c,1,1,78,0,0,0,1
07f3d80d-9c21-45ec-bcc0-1a5bbb58b3b7,1,1,78,0,0,0,1
6990e002-f6f8-45ff-b835-30459ef3771d,1,1,78,0,0,0,1
4543f4f6-085e-42cc-9d69-da1298e0d749,1,1,78,0,0,0,1
0c72f156-5b64-4491-ba1a-c08dd4755f68,1,1,78,0,0,0,1
3f583188-6426-45a6-b618-c6ec07d6b195,1,1,78,0,0,0,1
4ebe292f-af2c-4861-879e-c1f00a5dfead,1,1,78,0,0,0,1
29fcb31b-0ebe-457b-aada-1311f42857b2,1,1,78,0,0,0,1
26baf9ce-cd85-494d-b2ef-22a25696fdfe,1,1,78,0,0,0,1
9d636bc0-4903-43ca-9ed5-c1101ed976b6,1,1,78,0,0,0,1
b98ebd16-8573-41a3-8bea-81f6d1cc8ce3,1,1,78,0,0,0,1
a1889834-d758-45af-a685-9589b79430bd,1,1,78,0,0,0,1
db109be1-b4ac-4213-b200-acee9c97c06d,1,1,78,0,0,0,1
2c5ac3b7-9a25-4a91-85b4-d22a5d5d4725,1,1,78,0,0,0,1
a5e2cfc3-a3a4-43e8-82dc-de16248666b1,1,1,78,0,0,0,1
23f14ace-8002-4522-ac4f-be9acb16d01b,1,1,78,0,0,0,1
b5d35fa1-8eab-418f-8825-04d6bc207920,1,1,78,0,0,0,1
18959627-c1a6-417e-a149-5652a526f145,1,1,78,0,0,0,1
48acafff-5c19-43d5-98a2-5478362802f6,1,1,78,0,0,0,1
ccab4216-a463-41c9-8a22-51ad6ef1e429,1,1,78,0,0,0,1
8f4f886d-8e5c-4bc0-8a2a-e8564b90f5f4,1,1,78,0,0,0,1
3abfaa06-16a9-4a13-a3ea-8129cfd96ed0,1,1,78,0,0,0,1
493734b9-c7ea-4383-a5c0-2138da9270a4,1,1,78,0,0,0,1
02012ede-497e-4338-9dd3-270ededdfe26,1,1,78,0,0,0,1
76b1e2f2-054b-4f7e-90b0-6ccdbda48e3f,1,1,78,0,0,0,1
723a0109-131f-4292-b42d-09a284aceef7,1,1,78,0,0,0,1
577abaaa-b67f-485d-984b-aceb42f3fb03,1,1,78,0,0,0,1
d0aea6c9-6101-4341-8a6f-7758c1868ede,1,1,78,0,0,0,1
bb93dc5e-b2c1-4749-a1d4-d6d1c6bffbac,1,1,78,0,0,0,1
d30d84c0-edb5-4392-bffb-180d8f03ea52,1,1,78,0,0,0,1
92433b17-59bf-48e7-a2ae-a46bf5b74934,1,1,78,0,0,0,1
6693920c-9848-4757-8dad-948fe18bb3cd,1,1,78,0,0,0,1
815d5449-81f8-4ff9-9394-ac5b99cec275,1,1,78,0,0,0,1
05cce885-57b5-4f96-88e2-5ac478c42f95,1,1,78,0,0,0,1
ea1a7dba-71dd-4172-88a0-1827b7cf21cb,1,1,78,0,0,0,1
d8911a74-b903-46e0-9b3d-fe01f35556bd,1,1,78,0,0,0,1
7b0ff528-9888-4d93-94ca-634deef396ad,1,1,78,0,0,0,1
b3b7a3b7-0fe2-47d8-b067-b177e935b1aa,1,1,78,0,0,0,1
3c95cab8-59be-48f5-aa30-ac2a533eda6b,1,1,78,0,0,0,1
18c26306-0bb7-4c20-85fa-9373398a1576,1,1,78,0,0,0,1
642e6371-060b-4524-8556-da5d7499fed2,1,1,78,0,0,0,1
f3c2fcfd-28a6-4f0e-a421-323bf6f262e9,1,1,78,0,0,0,1
5407c426-0cf1-4bf3-852a-a31501bb1e55,1,1,78,0,0,0,1
5e50d371-447b-4697-8a69-dc73747abbfc,1,1,78,0,0,0,1
f841d33b-6b74-4844-8592-50f73c229631,1,1,78,0,0,0,1
a9afe32b-2edf-423a-a670-37cc899a88cc,1,1,78,0,0,0,1
3b712504-9d4f-4d30-82b6-d9ee506ce440,1,1,78,0,0,0,1
7a1dedf0-f250-40df-8ef6-6e4f2e328349,1,1,78,0,0,0,1
b5cd47ca-1dde-4099-9a69-66664f436db4,1,1,78,0,0,0,1
45656167-9a32-4fb5-b1ad-ec92c4077be6,1,1,78,0,0,0,1
46033a30-5e30-4aff-be46-4a26441306e6,1,1,78,0,0,0,1
0e00ef53-0724-4ace-b14d-4df657532102,1,1,78,0,0,0,1
29c8484d-50a4-4e7e-b00e-b3cd4e9943a2,1,1,78,0,0,0,1
f16da422-9aaf-4e35-8961-b6727436209a,1,1,78,0,0,0,1
37b76dde-1536-4041-86c7-c10f363569df,1,1,78,0,0,0,1
615c038e-0e92-47b6-9cc8-6f8eab9fe12b,1,1,78,0,0,0,1
97354627-f2b1-40c8-b549-5154ec30171f,1,1,78,0,0,0,1
8f972b45-e489-45ab-b0e2-24c4520e8627,1,1,78,0,0,0,1
18245e4d-604d-4f3d-9fce-ff2041b5f144,1,1,78,0,0,0,1
858c55ac-2ec1-4d8b-b977-338ef5e210fe,1,1,78,0,0,0,1
7b5cb09e-cfb4-434f-bb99-aef41d4952bd,1,1,78,0,0,0,1
a48dcac8-6140-4b0c-b809-9817b6323508,1,1,78,0,0,0,1
c8fc51a0-304d-43da-a8f0-cb4bc31ae25b,1,1,78,0,0,0,1
attacker-b402fc9e-5250-454d-9336-14cef67e37dd,1,1,65,0,0,0,1
csAgent-b3f3dc94-8d41-465e-ac0f-12d44b62afd2,1,1,65,0,0,0,1
